,text,class,embedding
513,"Ethanol would be made from barley , and production could start in 2008 .",1,"[ 0.05370357 -0.15894152 -0.00985168 -0.00678689 -0.3199865  -0.1677497
 -0.22388537  0.06076983 -0.01582513  0.0351341   0.19430569  0.05574128
 -0.06477952  0.12824438  0.06520678  0.18286821  0.00353929  0.11799009
 -0.08689855  0.15604929 -0.10589528  0.05656294 -0.11779289 -0.01957189
  0.16327988  0.03976825 -0.05337491  0.03260339 -0.1294933   0.09406341
  0.16932727  0.11233708 -0.15565489  0.01330264  0.10366037  0.01308901
 -0.00106199  0.13540923  0.05288191  0.03851933  0.15039628  0.28107278
 -0.03253766  0.02989192 -0.0067417   0.00814674  0.00844664 -0.05630001
  0.04072137 -0.21744358 -0.08965932  0.04574992 -0.04768903 -0.01367239
 -0.03063141  0.01460908 -0.23059009  0.44303799  0.02353229  0.07440935
 -0.12278857  0.0789449   0.07467228  0.05593848]"
514,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",2,"[-0.11114244  0.13566992 -0.07361905 -0.0519104   0.02320959 -0.03335005
 -0.10506548  0.16678687 -0.14679881  0.02721818  0.29462265 -0.08434525
 -0.09005613 -0.04433251 -0.14665237  0.08288092 -0.10740841 -0.03345988
  0.01246509  0.005267    0.02776731 -0.23956394 -0.03329514 -0.05912221
 -0.07361905  0.06369823 -0.0178831  -0.08617566 -0.01243763 -0.06080619
 -0.05242292 -0.06267321 -0.22667786 -0.06054993 -0.15844021  0.06809122
  0.23048511 -0.07702362  0.15624372 -0.07943975  0.28569024  0.01420397
  0.02064701  0.15111858  0.23561026 -0.10096536  0.08807929 -0.12827507
  0.11048349  0.10418688 -0.03117187 -0.13779319  0.03598584  0.18787319
 -0.0809773   0.25318218 -0.01465242  0.35407431 -0.05004338  0.07504677
 -0.05879274  0.05341134 -0.03721222  0.03673631]"
515,"Currently , the plant operates on full capacity .",1,"[ 0.07472274  0.18324418  0.09042832  0.03083292  0.00959682 -0.16145783
 -0.08087813  0.21174552 -0.02143196 -0.03805152  0.24994626  0.08453406
 -0.09289048 -0.01381233  0.01430663  0.07479735 -0.17906598 -0.01073463
  0.23502409  0.00596887  0.00540462 -0.08968221 -0.14653566  0.08759311
 -0.24173907  0.04976542 -0.02937801 -0.06976112  0.01071598  0.00657508
 -0.04857164  0.15183302  0.01509004  0.18593017  0.00273495  0.08856305
  0.20532899 -0.15847339 -0.04271469  0.09632257  0.0682316   0.02607648
 -0.01513667  0.13549325  0.19339125  0.06244926  0.04640793 -0.19637569
  0.0227563   0.03111271 -0.12355552 -0.02641223 -0.14668488  0.05763686
 -0.12974822 -0.01718847 -0.06435183  0.50586139 -0.08505634  0.08184808
 -0.03510439  0.008016    0.03251167 -0.09184592]"
516,The project is expected to be completed in 2009 .,1,"[-0.17647758  0.04243956  0.02700411 -0.02118809  0.10313543 -0.03689294
  0.06427739  0.36005482 -0.03350158  0.19993186  0.13844362 -0.14630398
  0.03673447  0.04947584 -0.064214    0.06009366 -0.16849044  0.03936515
 -0.1221524  -0.19055014 -0.05236009 -0.04605279 -0.11955341  0.02470623
  0.02244004  0.08025166 -0.01656062  0.05194805 -0.0290009   0.01934978
 -0.06348502  0.05185297  0.09033066  0.2077922  -0.01135472  0.05343772
  0.21945595  0.22883767 -0.11321442  0.01515019  0.18877522  0.04205922
 -0.04041108  0.26192722  0.17863284 -0.1272236  -0.01110116 -0.04237617
 -0.0198569  -0.02746369 -0.07213775  0.00859726 -0.05308907  0.09356355
 -0.07296181  0.07942759 -0.10744594  0.36892941  0.01697266  0.20449593
 -0.15708026  0.13578124  0.07289842  0.12145512]"
517,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,1,"[-1.11706775e-01  1.10506983e-01 -1.65286865e-02  1.22946905e-01
 -1.23531015e-02 -2.38695077e-01 -5.78425106e-02  1.23704674e-01
 -6.78197114e-02  7.94387353e-02 -6.83248895e-02 -3.84248537e-02
 -2.76741046e-02 -1.31219145e-01 -9.56043261e-02 -2.32380390e-02
  1.24651870e-01 -1.28440681e-01 -8.94790829e-02 -3.37204156e-02
  7.69760096e-02 -1.90229867e-02  2.60417595e-01 -4.66655180e-02
 -1.87672419e-01 -2.32854001e-02 -1.77695232e-01  1.04444882e-01
  3.19996647e-02  5.36748195e-02 -1.81917188e-04  6.12840124e-02
  2.58428459e-02  6.78197114e-02 -2.02322489e-01  1.12843415e-01
  1.10001809e-01 -2.55271124e-02  1.19600125e-01  1.00214049e-01
  5.86318466e-02  1.32987261e-01 -1.20926211e-01  2.47914522e-01
 -5.27907613e-02  2.86181502e-01 -7.11664954e-02 -1.18400334e-01
  7.02903344e-03 -1.00466635e-01 -3.34046821e-02  3.36888423e-02
  6.03368119e-02  1.09559778e-01  1.39120393e-03  5.75267771e-02
  3.25521994e-02  3.79891436e-01 -1.13538033e-01  1.59761516e-01
 -3.07146260e-01 -1.40817470e-01  9.85722255e-02 -4.20321195e-03]"
518,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",1,"[ 0.05380894  0.127332   -0.03847884 -0.1486657   0.07651089 -0.03680342
 -0.18608343  0.17256837 -0.01006649 -0.05886313  0.066961   -0.09957586
 -0.33776488 -0.19591257 -0.10370857  0.03004588  0.01053421 -0.17223329
 -0.02543848  0.0017941   0.13515063 -0.20831068 -0.00143807 -0.05339009
 -0.07818632  0.05869558 -0.0344299   0.02006317 -0.16798889  0.10041357
  0.07868894 -0.05294331 -0.08092284 -0.00856559 -0.1083439   0.12856064
  0.07561734  0.10063696 -0.10002263  0.0997434   0.22327779  0.17122804
 -0.11437541  0.06718438  0.02218537 -0.00233337 -0.08427368 -0.18530157
  0.05671301 -0.02471246 -0.01054119  0.18798224 -0.17480226 -0.05774618
 -0.07885648 -0.0214035   0.02730936  0.33530761 -0.13760792 -0.00428629
 -0.24907926 -0.09371188  0.23723962 -0.0418576 ]"
519,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",1,"[-0.06495754 -0.12846317 -0.00678614 -0.0461773  -0.21096998 -0.09999295
  0.02741284 -0.08875637 -0.18521422  0.00362979  0.32017946 -0.00340885
 -0.10864134 -0.11880476 -0.07676226  0.08351684 -0.00722013 -0.06521005
 -0.1658974   0.10605313 -0.01664971  0.04122184  0.0123413  -0.06019146
  0.22460538 -0.05409972 -0.00256847 -0.03525635 -0.0958897   0.0702602
 -0.04084308  0.07278528 -0.03904397  0.0794136   0.12865254  0.08212805
  0.15920595  0.1762502   0.1842042  -0.02348319 -0.12966258  0.08755696
 -0.08597879 -0.0105264  -0.18786554 -0.1339552   0.04614574 -0.10169738
  0.27371808 -0.31613932  0.03430945 -0.06786138 -0.01603422  0.14241421
 -0.18332041  0.14355049  0.0134618   0.22851924 -0.03156343 -0.11211331
 -0.08010799  0.04147435  0.16728619  0.1912744 ]"
520,"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1,"[ 0.06622712 -0.24326619 -0.05037288 -0.0397195   0.01503637 -0.16030402
 -0.05196669  0.07407036  0.01362081 -0.00324005  0.30198562  0.16265281
 -0.01800379 -0.03378464  0.01928304  0.23085123 -0.15007007  0.08229108
  0.11265741 -0.03351201  0.28889957 -0.20535023 -0.22346935  0.18454676
  0.11735496 -0.0877436   0.04160691  0.05335079  0.0389855   0.0888341
  0.15359324  0.1721318  -0.20853784  0.11869712  0.05624482  0.04137622
  0.14621137  0.27514245 -0.07113439  0.00277344  0.03514777 -0.18135913
 -0.05297331  0.04454288 -0.02063568  0.11022475 -0.02304738 -0.07750964
  0.1138318  -0.07092468 -0.15904576  0.03477029  0.00966773 -0.16349165
 -0.06438166 -0.02675928  0.12616288 -0.01205845  0.16273669  0.09898417
  0.17137683 -0.01269808  0.0209188   0.05192475]"
521,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,1,"[-0.02829832  0.04944006 -0.00979557  0.06476708  0.00737277 -0.09357232
  0.02968491  0.02958054 -0.11074813  0.0587138   0.15386654  0.15338943
 -0.29103439 -0.14086541  0.05051355  0.08313565  0.05248161 -0.08707176
  0.14229673 -0.09190246  0.03930157 -0.0793188  -0.04347624  0.07633689
  0.00433868 -0.06989596 -0.0401365   0.11176197 -0.0674508   0.15780266
 -0.10878007 -0.00785733  0.00356711 -0.05385329  0.06929958  0.24034193
  0.03870519  0.02643463  0.09494401  0.20897223  0.17497846  0.15243522
 -0.22447816  0.12857995  0.05931019  0.07556159  0.06092042  0.07973626
 -0.19286992 -0.16257371 -0.01279239 -0.00438341 -0.27552846  0.01760818
  0.07508449  0.18296998  0.04213439  0.42724804 -0.04800875  0.16913392
 -0.18750248 -0.00793188 -0.00134745 -0.00154034]"
522,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,1,"[-0.16382754  0.06375865 -0.01488587 -0.10255817 -0.06628112 -0.12459656
 -0.10063313  0.18267967 -0.16648277 -0.04603501  0.28835773 -0.04981871
 -0.12413189  0.0237145  -0.30216491  0.07501018 -0.02401322  0.05824906
  0.18334347 -0.12214047 -0.10448321  0.14563924  0.06442246  0.06405737
 -0.11052385 -0.03221123 -0.10946176  0.07016439 -0.0880208   0.0512127
  0.05864734  0.1516135  -0.04361211  0.0986417  -0.08656043  0.19754894
  0.12844664 -0.02258603  0.12313618  0.16382754 -0.02525785 -0.00127264
 -0.15718948  0.22104771 -0.00111499  0.09426058 -0.26007955  0.01509331
  0.10255817 -0.27269188  0.11636536 -0.00408241 -0.10030122 -0.02429533
 -0.07242133  0.01191533  0.04613458  0.23299624 -0.02402981 -0.05068166
 -0.14311677 -0.12280428  0.15214455  0.07653694]"
523,New Novator products are supposed to be exported .,1,"[-0.25641937  0.04544188 -0.06444145  0.08721849 -0.03927076 -0.20884565
 -0.21348333  0.07921474 -0.07468925  0.06877993  0.12192636 -0.04544188
 -0.10659207 -0.07502586 -0.00366527  0.30907959 -0.02627401 -0.09619467
 -0.07988795 -0.10576925  0.01867231 -0.0464143  -0.05011697 -0.05935495
 -0.031267    0.07068737 -0.04162701  0.12678846 -0.06346903 -0.01113607
  0.00530623  0.04323524  0.04061719  0.18909805  0.25911222  0.1499769
  0.03661531  0.13531582  0.21273533 -0.01397852  0.22006586 -0.13254817
  0.02702202  0.11250138 -0.14691004  0.0983639  -0.09350181 -0.15887828
 -0.0879665   0.05935495 -0.08504925 -0.09417502 -0.23323092 -0.03506318
  0.17712982 -0.04166441 -0.0260683   0.34857474  0.08654527  0.00542778
 -0.0466761  -0.10292679  0.14249676  0.04589069]"
524,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,1,"[-0.13338044 -0.12023814 -0.04875936 -0.05246437 -0.18650891  0.09905664
 -0.29472323  0.15323372 -0.20971767 -0.06948646  0.13890301 -0.05138083
 -0.04068523 -0.06018897 -0.01221605 -0.06067831 -0.0473962  -0.16078354
  0.0878018  -0.03809871  0.00694253 -0.33554829  0.11821086 -0.10024505
 -0.0889203  -0.13498828 -0.12597042  0.02707106 -0.22299979  0.01967851
  0.0747993   0.06669022 -0.15197541 -0.02070962 -0.13379988  0.1900042
  0.09325446  0.01347436 -0.01631429  0.08982907  0.12625004 -0.12177606
  0.09164663  0.25431763  0.07689648 -0.08486576 -0.18497099  0.14044093
  0.04369118 -0.17238794  0.06211138 -0.10157326  0.04760591 -0.09157671
  0.05407221  0.05176531 -0.01302871  0.27095522  0.01579873 -0.07046514
 -0.02149606  0.1317027   0.16092337  0.02853908]"
525,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",0,"[ 0.0400998   0.03437508  0.02264475  0.23540912 -0.03499036 -0.25252979
  0.11256836  0.00504591 -0.07447489 -0.20801607  0.23091496  0.01674615
 -0.17944596 -0.08715488 -0.25338582 -0.20095378 -0.03004142 -0.06741261
  0.19549658 -0.10967925  0.07779201 -0.13279215  0.2011678  -0.10031639
 -0.13482523  0.07024822 -0.17880393  0.00134173 -0.00684827  0.16168327
 -0.05154925  0.07452839 -0.12605088  0.14038944 -0.0954477   0.12926101
  0.12572988  0.04708182  0.26879441  0.03672917  0.10309849  0.12294777
 -0.08191168 -0.08223269 -0.04293541  0.01750855 -0.03592664  0.03902976
  0.01875248 -0.09523369  0.03659542 -0.06093886 -0.00466471 -0.05649819
 -0.09924634 -0.02902487 -0.06329295  0.29340537 -0.05291355  0.16414437
 -0.19603159  0.08089514  0.06682409  0.05010469]"
526,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",1,"[-0.19183444 -0.02748847 -0.07486223 -0.0701201   0.07777072  0.00919971
 -0.17413054 -0.08858275 -0.20599757  0.0969921  -0.12866945  0.02348929
 -0.11867938 -0.23786461  0.02378962  0.0669587   0.09174416 -0.04451267
 -0.17286598  0.07321829  0.20776796 -0.07018333  0.12949142 -0.14112541
  0.12013364 -0.06354437  0.10514855 -0.11311531 -0.1234215   0.11905876
  0.07865592  0.04966578 -0.11406373 -0.12854299  0.08719173  0.09711856
  0.07005688  0.06727484  0.0846626  -0.06430311  0.27188139 -0.01206078
 -0.10318847  0.00150167  0.00223472 -0.21118229 -0.2132056  -0.18007401
  0.0324677  -0.06468248  0.10053289  0.05608344  0.07448286  0.00357635
  0.16603734  0.01223466 -0.01789359  0.44108012 -0.06420827  0.01710324
 -0.06487216 -0.03480714 -0.01566479 -0.14466619]"
527,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0,"[ 0.05180527  0.02613705 -0.04026043 -0.03372617  0.01144961  0.10759556
 -0.1733484   0.25527573 -0.17405164 -0.0522741   0.22339557 -0.05013508
 -0.17873989  0.11843716 -0.10642349 -0.15459536 -0.19561763 -0.07987623
  0.07524657 -0.04131529 -0.15061034 -0.14322633 -0.11357309 -0.02474522
 -0.07606701 -0.08878392 -0.10079758 -0.07975902  0.02752887 -0.02200552
 -0.12845831  0.01498045 -0.10583746  0.05523356  0.08608817  0.09499586
  0.10208685 -0.18366257  0.19854779 -0.01550056  0.18835082  0.02550706
 -0.06065436  0.23066238  0.03560147 -0.20229841 -0.08339241  0.06229525
 -0.1879992  -0.09593351 -0.0226355   0.02755818 -0.02328014  0.00263531
 -0.07975902  0.04661888  0.00594457  0.40436238 -0.11773392  0.15318888
 -0.03938138 -0.02004231  0.17006662 -0.12740346]"
528,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,0,"[ 0.15089873  0.02633716  0.07746883 -0.03104924 -0.00246999 -0.02550974
 -0.13474304  0.20351697  0.01823126 -0.04397941  0.14506474 -0.02165313
 -0.09295138 -0.04742932 -0.16929829  0.08706127 -0.0521975  -0.21148262
  0.12251407 -0.03177849  0.11881172 -0.20374134  0.07006414  0.14708419
  0.13507961 -0.01406612  0.15359135  0.00910862  0.15572301  0.11297771
  0.0060093  -0.0201806   0.11858733 -0.15224505  0.05634862  0.02611277
  0.06748371  0.29529032  0.08549059 -0.04224043  0.12083118 -0.09923415
 -0.10372184  0.15504986 -0.09889757 -0.07735664  0.18781002 -0.25534984
 -0.12756272 -0.13586496  0.03797712 -0.11499718 -0.07382258 -0.00903149
  0.03660276 -0.01530023 -0.04086607  0.45235962  0.08274187  0.00185994
 -0.06484719  0.00477519  0.02705238  0.1455135 ]"
529,"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",1,"[ 2.25525786e-01  8.45721679e-02 -4.21658673e-02 -1.94600138e-02
  7.90422210e-02 -1.48467131e-01 -1.30194250e-01  1.17391216e-01
 -1.64095255e-01 -1.17751865e-01  2.18913874e-01 -8.64956252e-02
 -3.07603448e-02  1.41614802e-01 -1.94149326e-02  4.56211456e-04
 -3.51632672e-02  5.91464200e-02 -9.22059051e-02 -1.18473165e-01
  1.24544087e-01 -2.60869366e-01  7.28510747e-02 -3.27589415e-02
  3.81686738e-02 -1.09336729e-01  4.62832754e-03  5.06711708e-02
  3.05349407e-02  1.13965051e-01  1.08044396e-02 -2.93027227e-02
  1.02841288e-03  8.92004985e-02 -1.16730024e-01 -2.07974193e-02
  8.17470862e-02  7.27909664e-02  1.00741259e-01  7.75395136e-02
 -1.03566340e-01  9.87276409e-03 -7.54958397e-02  3.66960247e-02
  2.02083600e-01 -6.20316101e-02 -6.52173416e-02 -1.52554479e-01
 -6.88839435e-02 -1.01462558e-01  6.88238352e-02 -1.32117715e-01
 -4.22635433e-03  5.02804668e-02 -1.88018292e-01  8.78180077e-02
 -4.11440304e-02  5.83289464e-01  6.43758295e-02  8.66759501e-02
 -1.29593175e-01 -7.42936738e-02  9.19053636e-02  8.77578994e-02]"
530,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",2,"[-0.22068391  0.17773348 -0.02913709 -0.25045262 -0.20980899 -0.20299845
  0.14697613  0.06030635 -0.25352836 -0.06838016  0.07178543 -0.0733233
 -0.18509327 -0.06997294 -0.11951423  0.0463557   0.09732501  0.00296417
  0.09188755 -0.1092984   0.06969833  0.19849469  0.15235868 -0.10594805
  0.0837039  -0.04094571  0.0071401   0.09012999 -0.14587766  0.11116581
  0.025773    0.07293883 -0.02677536 -0.03545332  0.11731728  0.00356662
  0.06437072  0.02534734  0.06700706  0.00852692  0.06903924 -0.03364084
  0.07876076  0.28120996 -0.07639903  0.24452084 -0.10726622  0.07359792
  0.00594894 -0.05690108  0.07837629 -0.05011799 -0.12423768  0.06118513
 -0.1231392   0.01369663  0.12061271  0.29505075  0.0405887  -0.03839175
 -0.19937347 -0.19618788  0.12500661 -0.04091825]"
531,Banks lost US$300m in 'fraudulent loans' to Hin Leong. ,0,"[ 0.13998412  0.05203933 -0.01665595 -0.09397394  0.14631641 -0.03775799
  0.11404866  0.15049303 -0.2633965  -0.06952051  0.04179988  0.08285874
 -0.21327706 -0.31903985  0.08609225 -0.19401071 -0.00706489  0.03897055
 -0.0930982   0.15237925 -0.0881132   0.02256722 -0.00164728 -0.05793375
 -0.03076889  0.04425869 -0.01194042 -0.02440291  0.00841218  0.05015312
  0.05402659  0.10926576  0.14092723  0.0088669  -0.13742426 -0.06760061
 -0.08191563  0.0063744  -0.01823903 -0.10145144 -0.04008207 -0.1221998
 -0.11903366  0.36592578  0.0710699  -0.05183724 -0.14187034 -0.05702433
  0.03177936  0.1199094  -0.08690063  0.0499847  -0.05843899 -0.04857004
  0.09323293  0.04217038  0.32712362  0.14793317  0.14550804  0.08669854
  0.03307613 -0.08339767  0.30799201  0.10050832]"
532,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0,"[ 0.00599837  0.15042069  0.11035465 -0.08513073  0.04548765 -0.23593594
 -0.06567448  0.15465032 -0.1751832  -0.05171673  0.15026689 -0.09412829
 -0.12888808  0.05667692 -0.26685062  0.03112617 -0.02645436 -0.0402583
 -0.0716344  -0.21640277 -0.03704763  0.03439451 -0.03531734  0.07328779
  0.07928616  0.16856961 -0.23916584  0.05198589 -0.06575138  0.0681738
  0.04556455  0.05909934 -0.17087668  0.08259296  0.09412829  0.15726499
  0.04925586 -0.18456527  0.08851443  0.26192888  0.08320818  0.07048086
 -0.09266715  0.17041526 -0.05175518  0.1015109  -0.05948385 -0.03662467
  0.01395775 -0.06413643  0.1644169   0.09928073 -0.05313942  0.0838234
  0.08220845 -0.03529811 -0.00883895  0.18779517  0.10427938  0.18164299
 -0.21055822 -0.19179408  0.27054193 -0.0058686 ]"
533,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",1,"[ 0.04606245  0.11909127 -0.07528618  0.15984586  0.01026491  0.09609055
 -0.05506141 -0.02342779 -0.00612768  0.04621498  0.04234085 -0.02742394
 -0.15374488 -0.02030103 -0.105059    0.0111343  -0.00122306 -0.00304668
 -0.15764951 -0.12171469  0.13861443 -0.31725132 -0.16411656 -0.2403789
 -0.02293971 -0.00160914  0.11109898 -0.05506141 -0.2478221  -0.13214738
  0.03045918  0.16472666 -0.1278767  -0.20023439 -0.02725616 -0.15276872
 -0.13556393 -0.12934093  0.07577426  0.16179819  0.08657301 -0.02030103
  0.04035803  0.12751063  0.04307297 -0.09181986 -0.06024725  0.00123545
  0.14715582 -0.03962591 -0.00920486 -0.02234487 -0.22329613  0.05402424
 -0.092674    0.04176126  0.17924701  0.44415186  0.06991731  0.02332102
 -0.10646223  0.06625672  0.06772096  0.05652565]"
